Id,Score
4354,3.0
4356,2.0
4357,2.0
4361,2.0
4367,4.0
4368,3.0
4376,3.0
4377,5.0
4385,2.0
4387,4.0
4388,4.0
4391,0.0
4394,0.0
4395,1.0
4418,1.0
4423,2.0
4428,2.0
4434,2.0
4435,0.0
4439,1.0
4449,3.0
4450,1.0
4456,5.0
4457,4.0
4460,0.0
4473,1.0
4479,5.0
4485,0.0
4486,0.0
4493,2.0
4495,1.0
4496,3.0
4498,0.0
4499,4.0
4508,5.0
4520,1.0
4521,0.0
4524,5.0
4532,5.0
4536,3.0
4538,3.0
4545,5.0
4552,0.0
4565,5.0
4567,5.0
4577,3.0
4579,5.0
4582,2.0
4590,4.0
4595,3.0
4614,5.0
4616,5.0
4617,2.0
4619,3.0
4626,2.0
4633,2.0
4637,0.0
4647,5.0
4654,5.0
4663,0.0
4669,4.0
4674,3.0
4676,3.0
4694,5.0
4695,2.0
4712,0.0
4720,2.0
4732,5.0
4742,0.0
4743,5.0
4747,5.0
4758,5.0
4763,4.0
4788,4.0
4796,0.0
4797,4.0
4805,4.0
4812,2.0
4815,1.0
4818,2.0
4825,5.0
4828,3.0
4832,3.0
4833,5.0
4842,3.0
4847,1.0
4852,4.0
4857,4.0
4864,3.0
4868,2.0
4889,4.0
4890,3.0
4897,1.0
4902,2.0
4908,0.0
4909,3.0
4919,5.0
4931,3.0
4933,4.0
4935,4.0
4948,4.0
4950,5.0
4963,5.0
4970,1.0
4972,2.0
4975,2.0
4982,5.0
4989,2.0
4995,5.0
4997,4.0
5007,4.0
5015,2.0
5016,3.0
5032,5.0
5034,2.0
5038,5.0
5039,1.0
5041,1.0
5044,5.0
5045,2.0
5056,3.0
5063,0.0
5075,5.0
5078,4.0
5082,2.0
5083,0.0
5103,2.0
5109,0.0
5112,5.0
5115,4.0
5117,2.0
5121,5.0
5133,1.0
5137,3.0
5139,0.0
5140,5.0
5149,1.0
5156,2.0
5159,1.0
5162,1.0
5174,2.0
5175,4.0
5182,0.0
5183,2.0
5189,1.0
5191,0.0
5199,1.0
5208,5.0
5212,4.0
5216,2.0
5221,2.0
5242,1.0
5251,0.0
5255,3.0
5257,1.0
5262,2.0
5273,2.0
5295,4.0
5297,0.0
5299,1.0
5309,3.0
5312,3.0
5315,2.0
5324,1.0
5325,2.0
5336,3.0
5338,5.0
5343,1.0
5344,3.0
5347,4.0
5351,4.0
5353,3.0
5360,3.0
5361,0.0
5362,4.0
5364,4.0
5368,3.0
5370,3.0
5379,3.0
5381,4.0
5384,4.0
5387,4.0
5400,3.0
5413,1.0
5420,5.0
5422,4.0
5433,4.0
5437,3.0
5440,0.0
5447,3.0
5448,4.0
5454,3.0
5484,3.0
5489,1.0
5490,4.0
5500,5.0
5505,0.0
5514,2.0
5517,3.0
5518,4.0
5535,3.0
5536,3.0
5561,2.0
5563,5.0
5581,1.0
5583,3.0
5586,5.0
5591,3.0
5601,4.0
5602,5.0
5604,5.0
5625,3.0
5626,4.0
5631,4.0
5645,1.0
5646,3.0
5649,3.0
5657,4.0
5659,1.0
5660,1.0
5665,2.0
5666,5.0
5675,5.0
5677,0.0
5678,4.0
5684,2.0
5689,1.0
5692,1.0
5694,5.0
5696,1.0
5701,3.0
5703,3.0
5708,4.0
5717,1.0
5719,1.0
5722,1.0
5730,3.0
5733,2.0
5735,1.0
5739,2.0
5744,0.0
5745,3.0
5748,0.0
5752,4.0
5756,4.0
5759,4.0
5761,2.0
5762,1.0
5763,0.0
5765,0.0
5766,3.0
5767,1.0
5772,3.0
5777,3.0
5778,1.0
5783,1.0
5784,2.0
5794,4.0
5799,2.0
5813,4.0
5817,1.0
5838,1.0
5840,5.0
5846,3.0
5851,5.0
5852,1.0
5854,0.0
5859,2.0
5861,1.0
5864,0.0
5874,1.0
5879,5.0
5888,2.0
5889,1.0
5895,4.0
5900,4.0
5901,4.0
5925,3.0
5928,4.0
5930,0.0
5934,3.0
5944,2.0
5950,4.0
5974,0.0
5978,2.0
5980,4.0
5985,2.0
5986,5.0
5992,2.0
5999,2.0
6014,4.0
6016,4.0
6026,0.0
6033,4.0
6043,1.0
6044,0.0
6048,4.0
6065,5.0
6068,1.0
6084,0.0
6087,0.0
6099,1.0
6106,5.0
6107,1.0
6122,1.0
6137,0.0
6147,4.0
6160,1.0
6161,2.0
6164,2.0
6169,1.0
6175,1.0
6179,1.0
6183,4.0
6202,1.0
6209,1.0
6224,0.0
6226,5.0
6227,3.0
6228,5.0
6230,1.0
6240,2.0
6247,5.0
6253,5.0
6262,1.0
6271,5.0
6272,2.0
6274,5.0
6275,3.0
6287,5.0
6294,2.0
6295,3.0
6313,3.0
6316,5.0
6329,5.0
6339,1.0
6340,2.0
6344,3.0
6346,2.0
6347,2.0
6350,0.0
6358,2.0
6369,4.0
6370,4.0
6375,4.0
6380,1.0
6382,2.0
6389,2.0
6390,0.0
6392,5.0
6393,3.0
6401,3.0
6409,1.0
6410,3.0
6413,0.0
6421,2.0
6431,4.0
6464,5.0
6471,3.0
6475,0.0
6476,0.0
6481,1.0
6493,0.0
6504,4.0
6505,5.0
6506,1.0
6510,1.0
6515,3.0
6519,2.0
6523,3.0
6524,2.0
6525,0.0
6536,0.0
6538,3.0
6543,5.0
6546,3.0
6547,0.0
6548,5.0
6550,1.0
6553,0.0
6560,5.0
6563,1.0
6564,0.0
6565,3.0
6566,2.0
6570,0.0
6572,3.0
6573,1.0
6582,2.0
6591,0.0
6597,0.0
6598,4.0
6599,2.0
6610,1.0
6612,1.0
6623,4.0
6639,0.0
6640,1.0
6642,2.0
6646,0.0
6655,0.0
6657,2.0
6665,1.0
6668,5.0
6675,1.0
6679,1.0
6680,2.0
6683,1.0
6689,3.0
6692,3.0
6699,2.0
6700,0.0
6704,1.0
6710,2.0
6713,1.0
6717,4.0
6719,5.0
6723,1.0
6725,5.0
6728,0.0
6744,1.0
6745,2.0
6749,3.0
6758,2.0
6762,5.0
6776,1.0
6779,5.0
6780,2.0
6783,0.0
6789,2.0
6805,0.0
6815,1.0
6823,3.0
6836,0.0
6845,2.0
6851,1.0
6871,4.0
6875,3.0
6880,2.0
6883,2.0
6889,4.0
6890,5.0
6896,4.0
6902,3.0
6909,5.0
6910,3.0
6912,3.0
6913,1.0
6914,5.0
6915,3.0
6916,3.0
6917,5.0
6925,5.0
6936,0.0
6953,0.0
6959,0.0
6965,5.0
6974,1.0
6982,0.0
6983,3.0
6987,3.0
7001,4.0
7005,2.0
7020,4.0
7023,3.0
7029,4.0
7035,1.0
7037,0.0
7044,1.0
7046,2.0
7051,2.0
7062,0.0
7064,5.0
7068,0.0
7074,1.0
7083,3.0
7088,2.0
7090,1.0
7099,4.0
7101,1.0
7103,4.0
7112,3.0
7117,1.0
7126,5.0
7130,2.0
7138,5.0
7146,3.0
7147,0.0
7153,5.0
7154,4.0
7156,3.0
7163,1.0
7168,0.0
7169,2.0
7171,3.0
7175,2.0
7188,2.0
7189,5.0
7196,1.0
7202,1.0
7205,3.0
7206,4.0
7208,3.0
7220,4.0
7222,2.0
7232,0.0
7236,3.0
7241,4.0
7254,3.0
7259,4.0
7263,3.0
7268,2.0
7272,4.0
7275,4.0
7293,2.0
7295,0.0
7300,4.0
7305,5.0
7309,2.0
7323,1.0
7334,5.0
7339,2.0
7342,5.0
7349,1.0
7355,0.0
7358,1.0
7362,0.0
7375,1.0
7382,3.0
7388,3.0
7393,1.0
7397,1.0
7401,0.0
7403,0.0
7409,0.0
7412,0.0
7413,5.0
7414,5.0
7418,3.0
7420,0.0
7424,4.0
7429,2.0
7432,0.0
7451,2.0
7454,5.0
7455,3.0
7459,2.0
7460,1.0
7462,1.0
7468,0.0
7480,2.0
7485,2.0
7492,2.0
7499,2.0
7507,3.0
7510,2.0
7524,2.0
7529,1.0
7533,2.0
7538,4.0
7544,3.0
7546,4.0
7547,0.0
7556,2.0
7560,4.0
7562,4.0
7564,5.0
7582,4.0
7592,2.0
7598,0.0
7601,3.0
7611,2.0
7625,3.0
7627,2.0
7632,1.0
7635,4.0
7641,2.0
7653,3.0
7654,2.0
7658,3.0
7659,4.0
7661,4.0
7671,0.0
7692,1.0
7697,4.0
7702,0.0
7711,3.0
7715,2.0
7736,3.0
7739,5.0
7741,2.0
7748,1.0
7758,4.0
7761,0.0
7766,4.0
7767,2.0
7768,0.0
7769,1.0
7771,4.0
7774,3.0
7783,4.0
7795,5.0
7796,5.0
7797,5.0
7801,0.0
7805,2.0
7806,3.0
7814,1.0
7823,2.0
7838,3.0
7850,4.0
7856,2.0
7857,5.0
7870,2.0
7876,3.0
7891,0.0
7900,5.0
7914,2.0
7919,4.0
7928,1.0
7930,1.0
7936,3.0
7937,5.0
7959,1.0
7964,5.0
7972,1.0
7983,1.0
7985,3.0
8010,2.0
8017,2.0
8020,3.0
8022,4.0
8026,5.0
8036,2.0
8040,4.0
8041,2.0
8048,1.0
8049,1.0
8051,3.0
8056,1.0
8058,3.0
8060,3.0
8062,5.0
8067,1.0
8076,2.0
8090,0.0
8092,2.0
8097,1.0
8099,1.0
8102,3.0
8113,3.0
8125,3.0
8139,1.0
8146,5.0
8149,2.0
8160,5.0
8170,4.0
8175,3.0
8186,0.0
8199,4.0
8209,3.0
8211,1.0
8215,2.0
8225,1.0
8227,3.0
8230,4.0
8232,2.0
8235,4.0
8247,2.0
8253,3.0
8255,1.0
8258,1.0
8260,5.0
8264,5.0
8267,4.0
8274,5.0
8286,2.0
8287,3.0
8288,0.0
8290,2.0
8310,3.0
8319,1.0
8325,1.0
8326,3.0
8341,4.0
8349,0.0
8350,0.0
8357,4.0
8365,5.0
8367,4.0
8369,3.0
8373,5.0
8376,5.0
8392,5.0
8393,3.0
8395,0.0
8397,5.0
8407,3.0
8413,2.0
8416,4.0
8420,5.0
8421,3.0
8433,0.0
8434,4.0
8435,2.0
8447,3.0
8451,1.0
8462,5.0
8463,1.0
8464,4.0
8466,0.0
8470,3.0
8474,0.0
8478,0.0
8488,3.0
8489,4.0
8490,1.0
8494,3.0
8509,5.0
8529,3.0
8543,2.0
8549,0.0
8551,5.0
8559,1.0
8574,5.0
8577,4.0
8579,4.0
8580,3.0
8587,1.0
8594,5.0
8598,1.0
8599,3.0
8603,2.0
8604,5.0
8607,0.0
8609,1.0
8611,4.0
8632,0.0
8635,1.0
8641,0.0
8649,1.0
8656,2.0
8660,2.0
8666,1.0
8673,0.0
8674,0.0
8684,5.0
8686,3.0
8689,4.0
8696,1.0
8707,3.0
8715,0.0
8719,3.0
8724,4.0
8731,5.0
8732,0.0
8735,5.0
8736,4.0
8741,4.0
8742,0.0
8749,3.0
8751,0.0
8759,1.0
8760,3.0
8763,1.0
8766,5.0
8769,0.0
8771,5.0
8774,2.0
8783,2.0
8787,0.0
8791,4.0
8796,0.0
8808,1.0
8850,0.0
8851,3.0
8862,3.0
8863,1.0
8868,4.0
8875,0.0
8878,2.0
8893,2.0
8904,2.0
8925,2.0
8928,3.0
8939,4.0
8949,0.0
8966,0.0
8969,0.0
8970,2.0
8972,4.0
8974,3.0
8978,1.0
8990,1.0
8995,5.0
8997,4.0
9006,1.0
9011,1.0
9013,0.0
9023,1.0
9033,3.0
9045,2.0
9046,3.0
9063,4.0
9065,0.0
9074,3.0
9081,4.0
9086,4.0
9091,2.0
9096,1.0
9098,2.0
9100,0.0
9104,3.0
9107,3.0
9116,1.0
9124,1.0
9127,0.0
9131,2.0
9132,2.0
9134,3.0
9136,3.0
9137,5.0
9138,4.0
9146,2.0
9153,2.0
9169,0.0
9181,5.0
9186,0.0
9188,3.0
9196,3.0
9200,3.0
9204,4.0
9213,3.0
9214,2.0
9215,2.0
9220,0.0
9221,4.0
9224,2.0
9226,2.0
9229,2.0
9253,4.0
9255,5.0
9258,3.0
9267,0.0
9276,2.0
9277,3.0
9279,1.0
9280,5.0
9282,1.0
9286,4.0
9296,3.0
9300,2.0
9301,4.0
9318,5.0
9321,2.0
9354,4.0
9361,4.0
9371,4.0
9380,5.0
9383,3.0
9387,4.0
9403,4.0
9412,0.0
9413,1.0
9425,2.0
9426,5.0
9428,5.0
9434,5.0
9439,3.0
9447,0.0
9449,0.0
9455,5.0
9456,4.0
9457,1.0
9462,2.0
9480,0.0
9488,1.0
9500,2.0
9501,2.0
9515,0.0
9523,4.0
9524,2.0
9538,1.0
9543,0.0
9548,2.0
9560,5.0
9574,2.0
9588,0.0
9591,4.0
9592,3.0
9596,4.0
9607,0.0
9608,3.0
9610,0.0
9611,4.0
9620,0.0
9636,0.0
9638,2.0
9641,2.0
9645,4.0
9647,4.0
9659,3.0
9661,1.0
9671,0.0
9672,1.0
9675,4.0
9690,0.0
9694,3.0
9695,5.0
9703,5.0
9707,1.0
9708,3.0
9711,0.0
9712,3.0
9730,3.0
9731,2.0
9737,1.0
9741,4.0
9750,0.0
9751,5.0
9752,4.0
9756,4.0
9758,1.0
9761,1.0
9767,0.0
9772,1.0
9784,5.0
9786,1.0
9790,2.0
9794,0.0
9813,3.0
9818,1.0
9819,0.0
9822,2.0
9824,1.0
9828,5.0
9837,4.0
9840,1.0
9853,5.0
9858,2.0
9878,4.0
9882,1.0
9889,5.0
9890,3.0
9893,0.0
9897,3.0
9899,1.0
9908,4.0
9916,3.0
9918,2.0
9920,3.0
9923,2.0
9925,5.0
9930,3.0
9936,3.0
9943,3.0
9945,5.0
9950,4.0
9956,4.0
9966,5.0
9970,3.0
9972,5.0
9976,0.0
9982,4.0
9992,4.0
9995,3.0
9996,4.0
9998,2.0
10002,1.0
10003,2.0
10008,4.0
10012,3.0
10022,1.0
10027,0.0
10032,5.0
10034,4.0
10035,1.0
10037,2.0
10040,4.0
10041,2.0
10044,1.0
10047,0.0
10049,2.0
10055,5.0
10058,0.0
10063,2.0
10072,4.0
10078,3.0
10081,2.0
10086,0.0
10088,2.0
10091,2.0
10093,4.0
10095,2.0
10097,1.0
10105,2.0
10107,4.0
10111,0.0
10112,2.0
10117,3.0
10129,0.0
10132,1.0
10141,4.0
10152,4.0
10154,4.0
10155,0.0
10159,2.0
10161,5.0
10162,1.0
10180,2.0
10193,3.0
10195,5.0
10196,1.0
10197,4.0
10204,4.0
10209,4.0
10218,5.0
10222,5.0
10225,2.0
10227,5.0
10228,3.0
10241,4.0
10244,5.0
10254,1.0
10256,3.0
10257,4.0
10265,2.0
10268,5.0
10271,4.0
10284,5.0
10285,3.0
10300,1.0
10320,3.0
10326,3.0
10327,5.0
10338,1.0
10344,4.0
10345,4.0
10351,3.0
10353,1.0
10356,1.0
10372,0.0
10374,2.0
10375,5.0
10378,0.0
10393,1.0
10394,2.0
10402,1.0
10403,2.0
10405,3.0
10414,1.0
10420,2.0
10426,4.0
10427,3.0
10428,0.0
10429,5.0
10430,2.0
10432,4.0
10444,5.0
10445,2.0
10454,3.0
10458,0.0
10462,4.0
10463,2.0
10464,3.0
10472,1.0
10479,4.0
10487,4.0
10488,0.0
10492,4.0
10493,0.0
10494,0.0
10499,2.0
10500,1.0
10511,3.0
10513,0.0
10516,3.0
10525,5.0
10527,4.0
10541,4.0
10543,1.0
10547,1.0
10548,5.0
10554,5.0
10556,4.0
10562,2.0
10571,5.0
10592,5.0
10593,5.0
10594,0.0
10623,4.0
10629,3.0
10630,3.0
10645,1.0
10649,2.0
10650,4.0
10652,5.0
10656,5.0
10660,0.0
10665,5.0
10671,3.0
10690,4.0
10691,3.0
10692,4.0
10699,5.0
10700,1.0
10706,1.0
10707,5.0
10723,3.0
10725,5.0
10729,2.0
10734,5.0
10737,2.0
10744,3.0
10747,2.0
10751,5.0
10752,2.0
10753,3.0
10755,3.0
10759,2.0
10760,5.0
10763,3.0
10767,3.0
10771,3.0
10777,2.0
10782,1.0
10787,5.0
10788,0.0
10809,0.0
10812,1.0
10814,4.0
10819,2.0
10821,0.0
10831,0.0
10833,1.0
10836,0.0
10837,1.0
10842,1.0
10844,0.0
10862,2.0
10870,0.0
10872,5.0
10873,2.0
10879,3.0
10880,0.0
10897,3.0
10909,1.0
10910,5.0
10919,2.0
10926,4.0
10928,0.0
10929,3.0
10934,5.0
10935,3.0
10936,2.0
10946,4.0
10956,3.0
10963,4.0
10970,0.0
10972,5.0
10985,2.0
10992,0.0
10994,5.0
10996,2.0
10998,2.0
11011,0.0
11013,1.0
11017,0.0
11019,0.0
11027,0.0
11031,3.0
11033,3.0
11041,4.0
11042,0.0
11043,5.0
11047,5.0
11048,0.0
11052,3.0
11055,3.0
11058,5.0
11066,1.0
11067,1.0
11070,3.0
11081,5.0
11094,4.0
11099,4.0
11100,3.0
11112,5.0
11113,1.0
11129,5.0
11136,5.0
11146,3.0
11156,1.0
11159,2.0
11160,3.0
11171,2.0
11172,0.0
11179,0.0
11180,5.0
11188,1.0
11189,2.0
11190,4.0
11195,3.0
11212,0.0
11217,5.0
11218,3.0
11238,4.0
11241,3.0
11246,2.0
11269,5.0
11270,2.0
11277,1.0
11281,0.0
11290,5.0
11293,3.0
11296,4.0
11299,3.0
11310,2.0
11322,4.0
11333,4.0
11334,0.0
11341,0.0
11344,5.0
11349,2.0
11356,0.0
11362,4.0
11363,2.0
11371,2.0
11377,2.0
11380,5.0
11382,2.0
11387,1.0
11401,5.0
11409,4.0
11413,2.0
11416,4.0
11419,3.0
11422,2.0
11426,2.0
11428,1.0
11431,5.0
11440,3.0
11441,2.0
11456,3.0
11461,4.0
11463,3.0
11464,5.0
11469,5.0
11474,2.0
11490,5.0
11496,0.0
11506,1.0
11513,4.0
11522,3.0
11539,1.0
11544,2.0
11545,5.0
11548,2.0
11558,3.0
11563,1.0
11564,5.0
11569,0.0
11585,3.0
11596,5.0
11603,5.0
11617,1.0
11619,4.0
11620,3.0
11621,1.0
11628,0.0
11629,2.0
11635,2.0
11638,0.0
11647,5.0
11648,5.0
11653,1.0
11664,4.0
11671,4.0
11680,2.0
11683,1.0
11689,5.0
11692,3.0
11695,2.0
11696,1.0
11705,3.0
11722,3.0
11752,1.0
